bait_id	bait_class	clade_id	genome_id	tier	cohort	member_prophage_id	member_source_accession	contig	start	end	length_bp	module	phrog	gene_annot	gene_start	gene_end	partition_a	partition_b	breakpoint	occurrence_a	occurrence_b	co_occurrence_count	observed_adjacency_count	adjacency_observed	partition_a_coords	partition_b_coords	seq_sha256	n_kmers_total	n_kmers_unique_canonical	n_ambiguous	n_low_complexity	n_host_like	n_internal_dup	cross_bait_max_shared_frac	n_usable_kmers	gc_frac	expected_behavior	notes
NTMBAIT_0_0000_INTERIOR_MODULE_02	interior_module	0_0000	ntm2_0_0000_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0000_ML	17561	18760	1200	tail_tape_measure	16277	tail length tape measure protein	17910	18413											47f0ab667b375279d4c46a3547d8dc6848fdfc8c40e07f05c4b4c79fb38946ec	1170	1170	0	0	0	0	0.0	1170	0.6267
NTMBAIT_0_0006_INTERIOR_MODULE_01	interior_module	0_0006	ntm2_0_0006_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0006_ML	26695	27894	1200	portal	113	portal protein	26859	27731											b2b6ae1bc520eafcc02ad9562588d1bdb7de2a3b3a62c2ecfa82fe07bbc6836b	1170	1170	0	0	20	0	0.0	1150	0.6375
NTMBAIT_0_0006_INTERIOR_MODULE_02	interior_module	0_0006	ntm2_0_0006_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0006_ML	7546	8745	1200	tail_tape_measure	9228	tail length tape measure protein	7827	8465											426f7555a7389fd441f359d935db963313bc1b6e76b08e17d6c71bddfc5390d3	1170	1170	0	0	98	0	0.0	1072	0.6458
NTMBAIT_0_0019_INTERIOR_MODULE_01	interior_module	0_0019	ntm2_0_0019_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0019_ML	60713	61912	1200	capsid	1650	major head protein	60994	61632											23d67c5a9032414687217b8a752c42f811a95e2d86740217ee44674f7a31fadf	1170	1170	0	0	0	0	0.0	1170	0.6658
NTMBAIT_0_0019_INTERIOR_MODULE_02	interior_module	0_0019	ntm2_0_0019_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0019_ML	44921	46120	1200	tail_tape_measure	9228	tail length tape measure protein	45196	45846											48f233cadf98c57e56fe238a930cbb14fdc3c12d31d33c45f71e59478ae772b3	1170	1170	0	0	19	0	0.0	1151	0.6542
NTMBAIT_0_0023_INTERIOR_MODULE_01	interior_module	0_0023	ntm2_0_0023_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0023_ML	3303	4502	1200	terminase	9	terminase large subunit	3604	4203											789f09d682625719f6522d68d55024f3cba66cea2a386ae4d20e1f966aed0999	1170	1170	0	0	0	0	0.0	1170	0.6142
NTMBAIT_0_0023_INTERIOR_MODULE_02	interior_module	0_0023	ntm2_0_0023_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0023_ML	29317	30516	1200	capsid	2263	major head protein	29747	30088											6a4a466aaca3730eca2ed759b04cbd8910ab22e14e70c7e5fb751126994e7883	1170	1170	0	0	0	0	0.0	1170	0.6275
NTMBAIT_0_0023_INTERIOR_MODULE_03	interior_module	0_0023	ntm2_0_0023_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0023_ML	984	2183	1200	lysis	317	endolysin	1288	1881											53d0c8220a88ad2dd6c6831cbe1adf516be4cdc458e266cdb3dc7058f2c66382	1170	1170	0	0	17	0	0.0	1153	0.6033
NTMBAIT_0_0038_INTERIOR_MODULE_01	interior_module	0_0038	ntm2_0_0038_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0038_ML	23118	24317	1200	portal	113	portal protein	23389	24048											2285acb8b75b9e6da81819a4f7d0367975441fc06bf03917ef0f0cb90fd1c036	1170	1170	0	0	8	0	0.0171	1162	0.6392
NTMBAIT_0_0038_INTERIOR_MODULE_03	interior_module	0_0038	ntm2_0_0038_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0038_ML	31868	33067	1200	tail_tape_measure	16277	tail length tape measure protein	32152	32784											ed961e58ca9f71f11a5a738ed2e3058c0e5c0b85c2e73bd03c2f24291b222d42	1170	934	0	0	0	236	0.0	934	0.625
NTMBAIT_0_0049_INTERIOR_MODULE_01	interior_module	0_0049	ntm2_0_0049_ML	A_strong_candidate	ntm2_ml_reconstructed			ntm2_0_0049_ML	10672	11871	1200	portal	104	portal protein	11004	11540											29e3eb8a9c2796d8456bc69dc8cf5d2bd2c425e3731a500592d2ad6d3c4305d9	1170	1170	0	0	0	0	0.0	1170	0.6392
