stage_b_order	assembly_id	accession	predecessor_resolution_status	terminal_state	source_object_relpath	source_package_bytes	source_package_sha256	source_fasta_member	source_fasta_bytes	source_decompressed_sha256	source_gff_member	source_gff_sha256	annotation_status	canonical_object_relpath	canonical_bgzf_relpath	canonical_bgzf_bytes	canonical_fasta_content_sha256	canonical_bgzf_sha256	fai_sha256	gzi_sha256	crosswalk_sha256	annotation_aliases_sha256	contig_count	total_bases	remote_identity_strength	remote_etag	remote_last_modified	download_attempts	range_resumes	validated_at_utc	row_sha256
1	GCF_000005845.2	GCF_000005845.2	EXACT_VERSION_RESOLVED	VALIDATED	source_objects/GCF_000005845.2	1790946	2d954ab625b463aefa20a10fda081d1661b08504747eeb6c29b8b1db9b22a3ca	ncbi_dataset/data/GCF_000005845.2/GCF_000005845.2_ASM584v2_genomic.fna	4699745	53bb6a51b6e92139ced1e38f74b7938781027c52200922ff03718c2237d23bb4	ncbi_dataset/data/GCF_000005845.2/genomic.gff	af8609c2ff73e4e23f2007b4938470d350fe8ee75dba832f908992855767fac8	ALIASES_VALIDATED_NO_TRANSFORMED_GFF	canonical_objects/GCF_000005845.2	canonical_objects/GCF_000005845.2/GCF_000005845.2.pansn.fa.gz	1314927	329fc1374b075caaf3c10cd1f158a7a810c78c443b628ab27b34a29689a04b47	29caafdd0a8f06088fd2ae1688d304f4dbd4d7e4cca5b544734c8be2d7698ca5	d7b2f9fe42b84c3189630e4ed3a8270206eb97cbd0b866c24a8483846c26037c	5c8a0a9b0cbdabd24e61571dc9d6d20e8d1806ba6ac8cbe8e9d372c149700d00	4c55a83e2684019c9156ec573f75cffe782fed684df1e5ab8bb80f919959aa98	9b35cf74e45ed9b46dafad05999abf0ea12ee04a0ac345fa6f82991dd2de1167	1	4641652	INSUFFICIENT_FOR_RANGE_RESUME	.	.	1	0	2026-07-24T22:34:32.283606Z	146e1e9a5a5511d6d2e9bbd8b24673ecaef4fd6bf2a1dcf21a9b233f04f3d602
2	GCF_000812325.1	GCF_000812325.1	EXACT_VERSION_RESOLVED	VALIDATED	source_objects/GCF_000812325.1	2066665	2422d1183b187aa26486b462b1dd77c1f065b36b56f33b1c7549f5853df2b6ec	ncbi_dataset/data/GCF_000812325.1/GCF_000812325.1_ASM81232v1_genomic.fna	5291194	b805052a26485b9c33fa3baa260e26ceb7b35b868769c0aa6b5e67750b217af6	ncbi_dataset/data/GCF_000812325.1/genomic.gff	f2e93ac6343e5a209bed14be7c65f93f7c6826cc1e184fbd4f3c2729d9a8267e	ALIASES_VALIDATED_NO_TRANSFORMED_GFF	canonical_objects/GCF_000812325.1	canonical_objects/GCF_000812325.1/GCF_000812325.1.pansn.fa.gz	1501230	a4b277f5c2c0dbf791bf8d3d080687d6a7da71e78e2feaeed6bdac4ed419ce2e	04bd9d8bb7a275e90faef51d8f95f84d5dd77a9c75124aa34a002a0cf13a636c	c4db26c2b01c4a5ad2b834a5cf203da599c39aa4924f5eacffdb58541b510568	2c7e090b82f553ccc9c5436d9971cf8fda20d61b252c2bee5a13bad25005e4d0	2c6fd3af5eee0a599892e7f069ba0bfd833536ed7ae625f1e75813a7bb0d4c70	43d2c954a5cab62e7009209170eb7e5a6455a332ab581d5a5e4996d6b0ac2de9	237	5205271	INSUFFICIENT_FOR_RANGE_RESUME	.	.	1	0	2026-07-24T22:35:20.992064Z	2f910d97ead0aecb8fdba3613c21b56c1a86d2308cf601af1e9265d0fe8b1418
3	GCF_002302315.1	GCF_002302315.1	EXACT_VERSION_RESOLVED	VALIDATED	source_objects/GCF_002302315.1	2085137	8a6d56df3750848468d99d77950dcb6afbcaa23ca3d17e594670cd0420f28630	ncbi_dataset/data/GCF_002302315.1/GCF_002302315.1_ASM230231v1_genomic.fna	5386206	a9d2ebbc4e31a576df68bf4af89e838f0abc7f1c575691adb86f06a8860af78d	ncbi_dataset/data/GCF_002302315.1/genomic.gff	cc0d6e4bfb1aa76324d9c91f78e3548584ffe0e173b088677669c505735e56c5	ALIASES_VALIDATED_NO_TRANSFORMED_GFF	canonical_objects/GCF_002302315.1	canonical_objects/GCF_002302315.1/GCF_002302315.1.pansn.fa.gz	1504775	0af323a469e24dde7f51a05b14d97b9530ceece0d67502bcbc908fabf8b82063	d1d2dbb06812d9c698d097f8388b24cd358e475fb3966bebeb281e601559c249	1c79eb0ec228b4a0805e3eba9cc28cd340515ddb6a88d45afe7f3c8a7d9bc1fa	47c3b7542f0fc8f784f35bcdd3b663614d9833c54df0dcb89aec51f3ceaf62c5	f64978acc15e2ea72c5bd1e50a88c29bc618e5055d3021370b58de6b7fe51cae	fec3efc63aee59c51359be0e2b92f0057d771bb6ce355338d18f291bb1d68b97	3	5319464	INSUFFICIENT_FOR_RANGE_RESUME	.	.	1	0	2026-07-24T22:35:23.248245Z	331d048ed96a17812f93661e912d92774d7b869608c609239569eee2b92701ad
4	GCF_004664255.1	GCF_004664255.1	EXACT_VERSION_RESOLVED	VALIDATED	source_objects/GCF_004664255.1	2034978	6e2e0aadfdac5029ea6f188fefcb65890726307562c7cc4db3e24e51572a6b87	ncbi_dataset/data/GCF_004664255.1/GCF_004664255.1_ASM466425v1_genomic.fna	5177030	4812b930cec47ee98875c9cccff30818c67dceb861428f34220f420dcde38bf2	ncbi_dataset/data/GCF_004664255.1/genomic.gff	13b153fa886274391f699210236bb2c90ea37a61c8247252f0b2c031d9e45210	ALIASES_VALIDATED_NO_TRANSFORMED_GFF	canonical_objects/GCF_004664255.1	canonical_objects/GCF_004664255.1/GCF_004664255.1.pansn.fa.gz	1454522	b9123487adb927288a40a2458c2470b180b6f83fae5bbd91cbdb055b0fe21583	f8b058d388a91cd25ba6e222f93a225801ca50ac7367f5e3bac035baebffcdf3	eec05b85badba0a8361e0612ea90e80a09b34f81850b613779a942c513362bfd	f22d187dd8dd35b997fa6d42004707b29ae6a2c4be92fe609e78d0625a5b0ad5	19ac1b7cfbbf4759907e5c416fcdb8e00cece6eed870f38a14b1f8f91324bc48	5806d2c74ea76b1f57da1017e03bda43ba408b1ed47e669cf1144dfb5597ced2	144	5096076	INSUFFICIENT_FOR_RANGE_RESUME	.	.	1	0	2026-07-24T22:35:25.879351Z	74369a4ff4ce25f769ff1e32ef1f63dda09b0bbf87d758ecd4afe5bc686492f8
5	GCF_015644385.1	GCF_015644385.1	EXACT_VERSION_RESOLVED	VALIDATED	source_objects/GCF_015644385.1	2046069	3823adf6dd082e687df2234ae61666fb3659b30bc4367449405fc9f3faccbe34	ncbi_dataset/data/GCF_015644385.1/GCF_015644385.1_ASM1564438v1_genomic.fna	5201637	dc6bf098239e9ad33c77644e62896b59cde8b262e81a12708ec50d4497b7579a	ncbi_dataset/data/GCF_015644385.1/genomic.gff	8f129092348b6b14e99e006c4bac7488194f100a0ab38cdd23315cfd2fb9c9b0	ALIASES_VALIDATED_NO_TRANSFORMED_GFF	canonical_objects/GCF_015644385.1	canonical_objects/GCF_015644385.1/GCF_015644385.1.pansn.fa.gz	1465307	afc7dd061ef9a7b32af86c53ec919878aad52c7d1a054e2f4d786b69dd0891c9	eda00ad6203fb814d8ad6f7d58cc2c8da9215b061ac67c47b8aaebdadb906572	002694446fd5214a6bac64b6cc649ba97d6abd84f161c4fdc1cd272c2341a707	b98a83646b1741741f9e0842058f8ea5abbf5ad3344947b44a1785bbaa02d4f5	3c8ea86dc6ba73814ea67a763b267085ed10623e070503bac37b23145a1e5bae	32c0051b878d10613d0fc77191b25889a4fbbd4f5a496af59bdbb426bc375922	139	5121256	INSUFFICIENT_FOR_RANGE_RESUME	.	.	1	0	2026-07-24T22:35:28.223103Z	0904f25b538b07fd38deb0ccebaa91dad74b5b34a21fcd938246b923aca21198
6	GCF_020829045.1	GCF_020829045.1	EXACT_VERSION_RESOLVED	VALIDATED	source_objects/GCF_020829045.1	2027488	63721e1a18238618110fd4972b7c244e158efb7bfc5c7811cc2223384f8b8780	ncbi_dataset/data/GCF_020829045.1/GCF_020829045.1_ASM2082904v1_genomic.fna	5247690	9b2ffd9a4ef4dfa9b1c554898ca52322d1e7b0d9e6c573763ef7e17d315d103c	ncbi_dataset/data/GCF_020829045.1/genomic.gff	a08ba499c7242105dc58d09711d0827cf0dac2b23f9f750f6ce0074caca3c8cd	ALIASES_VALIDATED_NO_TRANSFORMED_GFF	canonical_objects/GCF_020829045.1	canonical_objects/GCF_020829045.1/GCF_020829045.1.pansn.fa.gz	1463145	9b62d1dae67102a12229462640e679be1ea75556169257090e8fef4796c218b1	cfd7f44fb88c8bc457f23d91602cf55526d8319cdcdedd422e2659b20016aacf	38ab9b32ca74f9fc45a85576373a877e0e9deb49b5f8d90dc08169736921cc10	3f11c63059a7c2859685372721932c434495afff86e69723f1c7fdb05f32dca3	cca6244357a98acba290bd63f43cebfe290d52f1e065aac7b237f4bd8e9e5232	a0fe3915c35f2be7c33a13ace4f8a81d3af229ef71e7e242982349c1b45d6826	8	5182045	INSUFFICIENT_FOR_RANGE_RESUME	.	.	1	0	2026-07-24T22:35:30.632499Z	8ff828ffe3bca5d302f5ba4600e74061b4ba2b3f9578f04cecfa921736432637
7	GCF_921380995.1	GCF_921380995.1	EXACT_VERSION_RESOLVED	VALIDATED	source_objects/GCF_921380995.1	2063121	7df402b50da831353259a824e18ecc60398506f0e54d898485648ec6932bb247	ncbi_dataset/data/GCF_921380995.1/GCF_921380995.1_ED0666_genomic.fna	5313615	1b39e3f74427e6dd81083fe66b26958b1f50475f5c03bf4dd43aab63fb94ef56	ncbi_dataset/data/GCF_921380995.1/genomic.gff	8be95abbd4994b06763795a3a2e1347ae44212105eaf11b5d300520c378e11ac	ALIASES_VALIDATED_NO_TRANSFORMED_GFF	canonical_objects/GCF_921380995.1	canonical_objects/GCF_921380995.1/GCF_921380995.1.pansn.fa.gz	1492512	3c54360898c1091a08842725306e119d83df6fe1f1abfa9657f6adbe49eb5774	63eccca9fbdae27b72a22f488a632572ff0d7134a87fae8adc1b55f994563734	5ec2b4ff99e9bd5bb2b2ff094096810dd625a72429872d76d7d81cb0fc9af11b	a4402d279ca400d375f7bd95f46425de46798e423388f385ba69e7b42d1ca8ad	1c679b68675612f0b0c1f43b524aebf6f23c5b7cbc9a3e5219120a83b1767c38	9659f5c4d46b9bf80e7953442f2ac196456a5cc072cfe63d2b0c4dad2cd25aa8	159	5232387	INSUFFICIENT_FOR_RANGE_RESUME	.	.	1	0	2026-07-24T22:35:33.583708Z	78d062a0dae1d7fba26a7c9f073d3fe5a17b43273cb86fa5cab1e5af245b4034
8	GCF_000167895.3	GCF_000167895.3	EXACT_VERSION_VALID_METADATA_UNAVAILABLE	VALIDATED	source_objects/GCF_000167895.3	2250915	c93f93b5a1bb283b3b58e7c3bddc3afda8de4395c57870656749c6b610b2a261	ncbi_dataset/data/GCF_000167895.3/GCF_000167895.3_ASM16789v3_genomic.fna	5750086	131902ebae6c29809d3038ab22eeee7fb04b127b418271dbc7d2680339516838	ncbi_dataset/data/GCF_000167895.3/genomic.gff	7b5bcde9636f2daa7d158bd0253eaa028692ddda6f72b46e2d0f710c1daffba6	QUARANTINED_SOURCE_GFF_NO_ALIAS_VIEW	canonical_objects/GCF_000167895.3	canonical_objects/GCF_000167895.3/GCF_000167895.3.pansn.fa.gz	1618499	a5c7bab946e942a4e236ee16499b71086b3d5b744ef3a71e047f2ad1f0643626	c40b787b6cb6ca7ca44c7f90700b4dfc33094f1e2132f6071d5243aaa6911bb1	11b5d8549779e4f4d5a294ac17a258f4036e702f7691efabb68d84a3a0d1cff7	6873782bf972c317d445ec9ca17ef446a904bebdb935c248d1d407b6623f5299	e219a89d53e089231a72baa5d1431fe58371aa10f3c500209663fdaec300869f	cd40aa389a30100c781d654e00f2807198c3c498d97099f6457427282fc8f296	265	5654428	INSUFFICIENT_FOR_RANGE_RESUME	.	.	1	0	2026-07-24T22:36:59.601307Z	cbe40a8557cc261bf8fe9d373fcf1292e9b926011c6f783ea9a3de477e6aef4a
9	GCF_001881595.4	GCF_001881595.4	EXACT_VERSION_RESOLVED	VALIDATED	source_objects/GCF_001881595.4	1970974	e4c4cb1ba6a0b277901d3f996a1118e820ae022c95e1e254c038e26ff6945d6a	ncbi_dataset/data/GCF_001881595.4/GCF_001881595.4_ASM188159v4_genomic.fna	5032088	63121b4879b617b430a02f22ee2504f03270d73c34369f99cab79053d20e39b3	ncbi_dataset/data/GCF_001881595.4/genomic.gff	5a592f724d00f398499bd494b4782c482c10ad9e04772d7503b7c44a1fbd869b	ALIASES_VALIDATED_NO_TRANSFORMED_GFF	canonical_objects/GCF_001881595.4	canonical_objects/GCF_001881595.4/GCF_001881595.4.pansn.fa.gz	1413336	1261a8605c6f92ff878995160e4e4f39dcf627286f8ba16825575ef8fd6aa4c1	19cd6d04bcc76fb646bc500edd1e9c5228ccc5bee09303f1c832510c2e8e9775	0b64a2f8e5e708ed1bf40d67c4687984ba9982e959e791afa28f58b149771f67	1bec5e1a03dc309b06754102a6d605a60270e2569fd48d801c46a4edcd9091aa	af74671695e74500ab71df53f49dd61b03e3055232d489f2ce6424b00f4320b2	bc28b0c26e992b560eb924a780632a256edd1e1f5487d3e0d586b4f73162e387	111	4957459	INSUFFICIENT_FOR_RANGE_RESUME	.	.	1	0	2026-07-24T22:37:02.099021Z	57ed6039b3b54db3f49029ec4e3abcf7143b0bdbdf486fd5451cce84713cb94e
10	GCF_000498835.2	GCF_000498835.2	EXACT_VERSION_RESOLVED	VALIDATED	source_objects/GCF_000498835.2	2092095	7edd0d0d903facb5c38aea21cc77f9b57593381c59e04bb54dd2fabda538d53d	ncbi_dataset/data/GCF_000498835.2/GCF_000498835.2_LAU-EC4_genomic.fna	5401528	6eb62a5eab64a9fd24200c1f01322321956e3cc001576f1cf275faa3bcc95584	ncbi_dataset/data/GCF_000498835.2/genomic.gff	80aa0d5570a2518e7bcbe827bdab5bc4d342c486e4b16f1b99054056f3c5130c	ALIASES_VALIDATED_NO_TRANSFORMED_GFF	canonical_objects/GCF_000498835.2	canonical_objects/GCF_000498835.2/GCF_000498835.2.pansn.fa.gz	1517172	f5248af708a4b557a42b3c9b6b20cf0a96eb5e0dac6e1ef8ce836d5426fba6e1	17b4a7bdde24087ca45de5548c7b82a7608db0a539cb309803b86671eb7750a5	605a7108dd0a0090d38912a0f6a276bdf7327a7c994908c670472bd117ba2972	aec3e9c152bbf4c8a391ae22f134191ea1699970dc4cc6ecfe2894139775cbc3	5b07263a84fd4c29421297e887347516fb59e9972eddbe99286e9ead7e674c56	177e83c4ede08ed34242a1c6951ace86cde8999702266b39416ad884825bc2fd	156	5321624	INSUFFICIENT_FOR_RANGE_RESUME	.	.	1	0	2026-07-24T22:37:04.589769Z	f5198215943e3558cce6605a355a2337aaccff443a319255661ed4951ce24eee
