GCA_001213305.1#1#CSUC01000001_1 # 71 # 889 # 1 # ID=1_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.590	GENOMAD.197599.PC	1.323E-96	316	0
GCA_001213305.1#1#CSUC01000001_65 # 65701 # 66477 # -1 # ID=1_65;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.672	GENOMAD.121756.CP	1.572E-69	237	0
GCA_001213305.1#1#CSUC01000001_129 # 126054 # 126596 # 1 # ID=1_129;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.650	GENOMAD.214260.CP	3.267E-23	99	0
GCA_001213305.1#1#CSUC01000001_193 # 179326 # 180729 # -1 # ID=1_193;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.667	GENOMAD.182050.VC	7.152E-14	77	1246
GCA_001213305.1#1#CSUC01000001_225 # 209106 # 210470 # -1 # ID=1_225;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.612	GENOMAD.216205.PC	5.643E-110	364	0
GCA_001213305.1#1#CSUC01000002_472 # 499066 # 499545 # 1 # ID=2_472;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.627	GENOMAD.016187.CC	5.251E-36	135	0
GCA_001213305.1#1#CSUC01000002_536 # 566443 # 567189 # 1 # ID=2_536;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.726	GENOMAD.196165.CP	6.421E-15	77	0
GCA_001213305.1#1#CSUC01000002_568 # 603667 # 603891 # -1 # ID=2_568;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.618	GENOMAD.142644.PP	2.776E-28	108	0
GCA_001213305.1#1#CSUC01000002_664 # 696169 # 696750 # -1 # ID=2_664;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;genetic_code=11;gc_cont=0.631	GENOMAD.138112.CP	1.615E-28	115	0
GCA_001213305.1#1#CSUC01000002_696 # 729348 # 730406 # 1 # ID=2_696;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.635	GENOMAD.152057.CP	3.045E-77	264	0
GCA_001213305.1#1#CSUC01000002_728 # 770318 # 771241 # -1 # ID=2_728;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.668	GENOMAD.170106.PC	2.031E-48	178	0
