GCA_000007865.1#1#AE016958_3297 # 3521229 # 3521972 # -1 # ID=1_3297;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.694	GENOMAD.170722.CP	5.285E-24	104	0
GCA_000007865.1#1#AE016958_3329 # 3550657 # 3551070 # 1 # ID=1_3329;partial=00;start_type=GTG;rbs_motif=AGxAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.696	GENOMAD.136768.CP	3.492E-47	166	0
GCA_000007865.1#1#AE016958_3425 # 3652291 # 3653583 # -1 # ID=1_3425;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.661	GENOMAD.162491.CP	2.688E-28	122	0
GCA_000007865.1#1#AE016958_3457 # 3690193 # 3690447 # 1 # ID=1_3457;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.675	GENOMAD.137006.VV	5.055E-05	42	265
GCA_000007865.1#1#AE016958_1570 # 1673194 # 1674579 # 1 # ID=1_1570;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.732	GENOMAD.182185.PV	8.456E-129	419	0
GCA_000007865.1#1#AE016958_1666 # 1772801 # 1774210 # 1 # ID=1_1666;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;genetic_code=11;gc_cont=0.689	GENOMAD.001503.CC	6.870E-79	274	0
GCA_000007865.1#1#AE016958_1698 # 1804103 # 1804579 # 1 # ID=1_1698;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.665	GENOMAD.152204.CP	1.075E-44	160	0
GCA_000007865.1#1#AE016958_1794 # 1895243 # 1896526 # 1 # ID=1_1794;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.679	GENOMAD.190099.PV	4.437E-149	476	0
GCA_000007865.1#1#AE016958_1826 # 1928546 # 1929616 # -1 # ID=1_1826;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.659	GENOMAD.126777.CP	1.864E-16	84	0
GCA_000007865.1#1#AE016958_3805 # 4060804 # 4062000 # 1 # ID=1_3805;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;genetic_code=11;gc_cont=0.716	GENOMAD.167106.CP	2.355E-05	49	0
