GCA_020731585.1#1#JAJFOG010000001_4862 # 5089228 # 5089710 # -1 # ID=1_4862;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.667	GENOMAD.207868.PC	3.143E-42	153	0
GCA_020731585.1#1#JAJFOG010000001_4894 # 5116341 # 5117588 # 1 # ID=1_4894;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.680	GENOMAD.180729.PC	2.044E-18	91	0
GCA_020731585.1#1#JAJFOG010000001_4926 # 5149557 # 5150918 # 1 # ID=1_4926;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.647	GENOMAD.160486.CP	5.212E-121	396	0
GCA_020731585.1#1#JAJFOG010000001_4958 # 5180448 # 5181032 # 1 # ID=1_4958;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.675	GENOMAD.004630.CC	4.351E-08	55	0
GCA_020731585.1#1#JAJFOG010000001_4287 # 4490718 # 4491572 # 1 # ID=1_4287;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.723	GENOMAD.193762.PC	1.731E-08	58	0
GCA_020731585.1#1#JAJFOG010000001_4319 # 4520776 # 4522131 # 1 # ID=1_4319;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.733	GENOMAD.129047.CP	8.241E-11	67	0
GCA_020731585.1#1#JAJFOG010000001_4415 # 4615183 # 4616184 # -1 # ID=1_4415;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.708	GENOMAD.141015.CP	1.947E-27	117	0
GCA_020731585.1#1#JAJFOG010000001_4447 # 4648066 # 4648773 # 1 # ID=1_4447;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.671	GENOMAD.124478.CP	1.730E-06	51	0
GCA_020731585.1#1#JAJFOG010000001_4479 # 4679036 # 4679425 # -1 # ID=1_4479;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.677	GENOMAD.146194.CP	3.863E-08	53	0
GCA_020731585.1#1#JAJFOG010000001_5183 # 5412215 # 5413435 # -1 # ID=1_5183;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.722	GENOMAD.166562.PC	1.445E-82	282	0
GCA_020731585.1#1#JAJFOG010000001_5215 # 5446823 # 5447401 # 1 # ID=1_5215;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.660	GENOMAD.151626.CP	8.297E-55	191	0
GCA_020731585.1#1#JAJFOG010000001_5247 # 5486721 # 5487662 # -1 # ID=1_5247;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.682	GENOMAD.008302.CC	1.245E-25	111	0
GCA_020731585.1#1#JAJFOG010000001_5343 # 5598830 # 5599852 # -1 # ID=1_5343;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.698	GENOMAD.157938.CP	3.206E-16	83	0
GCA_020731585.1#1#JAJFOG010000001_5471 # 5728150 # 5729283 # -1 # ID=1_5471;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.616	GENOMAD.141015.CP	8.908E-05	47	0
GCA_020731585.1#1#JAJFOG010000001_36 # 31841 # 32242 # -1 # ID=1_36;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.642	GENOMAD.191535.PC	1.617E-53	184	0
GCA_020731585.1#1#JAJFOG010000001_228 # 219656 # 220027 # -1 # ID=1_228;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.715	GENOMAD.021257.CC	2.237E-45	160	0
GCA_020731585.1#1#JAJFOG010000001_260 # 247274 # 248182 # -1 # ID=1_260;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.657	GENOMAD.124080.CP	1.221E-04	46	0
