cohort_order	accession	artifact_role	storage_release_id	storage_root	relative_path	bytes	sha256	reuse_status	row_sha256
1	GCF_000005845.2	source_package	canonical-cohort-010-v1-e71484de9994fc28	/home/erikg/phind-data/ecoli26k/v1/releases/run-10-assembly-acquisition/canonical-cohort-010-v1-e71484de9994fc28	source_objects/GCF_000005845.2/package.zip	1790946	2d954ab625b463aefa20a10fda081d1661b08504747eeb6c29b8b1db9b22a3ca	REUSED_PREDECESSOR_BY_DIGEST	09344da2175d3a518a3c9b46256335912230e6ccabd3fec3273d9e2dddf1d700
1	GCF_000005845.2	source_manifest	canonical-cohort-010-v1-e71484de9994fc28	/home/erikg/phind-data/ecoli26k/v1/releases/run-10-assembly-acquisition/canonical-cohort-010-v1-e71484de9994fc28	source_objects/GCF_000005845.2/manifest.json	3827	3e1eb9b9d24fc392039ea17a21bab957535e9bd68c2a208b8afed51208dfb09b	REUSED_PREDECESSOR_BY_DIGEST	44341d881af3f4e7b0c2bd347686d5791a5f972365c11535f81760b5b78a2428
1	GCF_000005845.2	canonical_bgzf	canonical-cohort-010-v1-e71484de9994fc28	/home/erikg/phind-data/ecoli26k/v1/releases/run-10-assembly-acquisition/canonical-cohort-010-v1-e71484de9994fc28	canonical_objects/GCF_000005845.2/GCF_000005845.2.pansn.fa.gz	1314927	29caafdd0a8f06088fd2ae1688d304f4dbd4d7e4cca5b544734c8be2d7698ca5	REUSED_PREDECESSOR_BY_DIGEST	05ca406d9731399ece8fb889334de1fe75a79fff96183c5c840c23fd82e14686
1	GCF_000005845.2	fai	canonical-cohort-010-v1-e71484de9994fc28	/home/erikg/phind-data/ecoli26k/v1/releases/run-10-assembly-acquisition/canonical-cohort-010-v1-e71484de9994fc28	canonical_objects/GCF_000005845.2/GCF_000005845.2.pansn.fa.gz.fai	47	d7b2f9fe42b84c3189630e4ed3a8270206eb97cbd0b866c24a8483846c26037c	REUSED_PREDECESSOR_BY_DIGEST	1f9934b793e4d08a952651244df3dcd6e0579c0edfdd9cb30b10ff4985bbc094
1	GCF_000005845.2	gzi	canonical-cohort-010-v1-e71484de9994fc28	/home/erikg/phind-data/ecoli26k/v1/releases/run-10-assembly-acquisition/canonical-cohort-010-v1-e71484de9994fc28	canonical_objects/GCF_000005845.2/GCF_000005845.2.pansn.fa.gz.gzi	1160	5c8a0a9b0cbdabd24e61571dc9d6d20e8d1806ba6ac8cbe8e9d372c149700d00	REUSED_PREDECESSOR_BY_DIGEST	3f58ec5e2f2bf5cef293511467b5c9e12460fe00bccfb016d7a21575f6cd4cb3
1	GCF_000005845.2	contig_crosswalk	canonical-cohort-010-v1-e71484de9994fc28	/home/erikg/phind-data/ecoli26k/v1/releases/run-10-assembly-acquisition/canonical-cohort-010-v1-e71484de9994fc28	canonical_objects/GCF_000005845.2/contigs.tsv	1168	4c55a83e2684019c9156ec573f75cffe782fed684df1e5ab8bb80f919959aa98	REUSED_PREDECESSOR_BY_DIGEST	2a67f78614c8a77f2724de6cc297b20ba6487255883f1af98eedffa7b5d23d71
1	GCF_000005845.2	annotation_aliases	canonical-cohort-010-v1-e71484de9994fc28	/home/erikg/phind-data/ecoli26k/v1/releases/run-10-assembly-acquisition/canonical-cohort-010-v1-e71484de9994fc28	canonical_objects/GCF_000005845.2/annotation_aliases.tsv	534	9b35cf74e45ed9b46dafad05999abf0ea12ee04a0ac345fa6f82991dd2de1167	REUSED_PREDECESSOR_BY_DIGEST	524aa08d5d49190e19f81309cad2040ce680e663f8fb58e176254db132814185
1	GCF_000005845.2	canonical_manifest	canonical-cohort-010-v1-e71484de9994fc28	/home/erikg/phind-data/ecoli26k/v1/releases/run-10-assembly-acquisition/canonical-cohort-010-v1-e71484de9994fc28	canonical_objects/GCF_000005845.2/manifest.json	2339	eec5886a7febab7b50a2f4e3aca1315e9004097a7a2416628a09c9f2627262ac	REUSED_PREDECESSOR_BY_DIGEST	bb1fee4a8167e8ac37193c366d4ddf7182556ef56dde3129c6c9262623bb4614
2	GCF_000812325.1	source_package	canonical-cohort-010-v1-e71484de9994fc28	/home/erikg/phind-data/ecoli26k/v1/releases/run-10-assembly-acquisition/canonical-cohort-010-v1-e71484de9994fc28	source_objects/GCF_000812325.1/package.zip	2066665	2422d1183b187aa26486b462b1dd77c1f065b36b56f33b1c7549f5853df2b6ec	REUSED_PREDECESSOR_BY_DIGEST	88b296c0ab07a69448e9642bfdf7cc2926b7eb6a87234f1d4f36585638eb9eab
2	GCF_000812325.1	source_manifest	canonical-cohort-010-v1-e71484de9994fc28	/home/erikg/phind-data/ecoli26k/v1/releases/run-10-assembly-acquisition/canonical-cohort-010-v1-e71484de9994fc28	source_objects/GCF_000812325.1/manifest.json	3829	7e1ae378763f37319e3c44bc5ac6989f889768ebddf56fafca7c0bacf4054b22	REUSED_PREDECESSOR_BY_DIGEST	d659c06c2656d5858fd441df7d523a0d7c694c05987b439d0f7dd3832cf9b738
