GCA_000015005.1#1#CP000480_418 # 507499 # 508656 # -1 # ID=1_418;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.709	GENOMAD.128808.CP	1.592E-102	339	0
GCA_000015005.1#1#CP000480_450 # 543024 # 543872 # 1 # ID=1_450;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.633	GENOMAD.161772.CP	1.137E-75	256	0
GCA_000015005.1#1#CP000480_482 # 577723 # 579150 # 1 # ID=1_482;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.673	GENOMAD.182107.PC	2.147E-52	196	0
GCA_000015005.1#1#CP000480_642 # 745088 # 745795 # -1 # ID=1_642;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.677	GENOMAD.137422.CP	2.014E-20	93	0
GCA_000015005.1#1#CP000480_674 # 785252 # 785593 # -1 # ID=1_674;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.705	GENOMAD.218611.PC	7.657E-12	63	0
GCA_000015005.1#1#CP000480_31 # 55826 # 56293 # -1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.656	GENOMAD.100184.CP	4.051E-06	48	0
GCA_000015005.1#1#CP000480_63 # 89249 # 90691 # 1 # ID=1_63;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.681	GENOMAD.140539.PC	8.079E-268	822	0
GCA_000015005.1#1#CP000480_127 # 156002 # 157033 # 1 # ID=1_127;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.630	GENOMAD.158061.CP	7.564E-05	47	0
GCA_000015005.1#1#CP000480_4996 # 5313276 # 5313614 # -1 # ID=1_4996;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.681	GENOMAD.044117.CC	2.008E-33	125	0
GCA_000015005.1#1#CP000480_5028 # 5342839 # 5344116 # -1 # ID=1_5028;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.699	GENOMAD.197279.CP	5.166E-56	205	0
GCA_000015005.1#1#CP000480_5060 # 5374047 # 5375750 # 1 # ID=1_5060;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.704	GENOMAD.197576.PC	4.025E-05	49	0
GCA_000015005.1#1#CP000480_5124 # 5435666 # 5435977 # 1 # ID=1_5124;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;genetic_code=11;gc_cont=0.667	GENOMAD.178323.CP	1.626E-31	119	0
GCA_000015005.1#1#CP000480_5156 # 5466704 # 5466973 # 1 # ID=1_5156;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.663	GENOMAD.161511.PC	1.876E-31	118	0
GCA_000015005.1#1#CP000480_5220 # 5540925 # 5541641 # 1 # ID=1_5220;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.661	GENOMAD.039133.CC	2.374E-73	247	0
GCA_000015005.1#1#CP000480_1777 # 1905150 # 1906184 # -1 # ID=1_1777;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.675	GENOMAD.127415.CP	1.373E-73	253	0
