GCA_001583545.1#1#LNAV01000047_31 # 30874 # 31548 # -1 # ID=3_31;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.661	GENOMAD.183774.CP	9.085E-78	259	0
GCA_001583545.1#1#LNAV01000047_63 # 59455 # 60366 # -1 # ID=3_63;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.698	GENOMAD.138063.CP	2.912E-05	48	0
GCA_001583545.1#1#LNAV01000047_95 # 91445 # 91771 # 1 # ID=3_95;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.758	GENOMAD.172035.PC	4.998E-38	138	0
GCA_001583545.1#1#LNAV01000091_4 # 2672 # 3838 # -1 # ID=10_4;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;genetic_code=11;gc_cont=0.752	GENOMAD.166665.PC	1.368E-40	158	0
GCA_001583545.1#1#LNAV01000048_44 # 44841 # 45749 # 1 # ID=116_44;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.672	GENOMAD.176689.PC	4.014E-47	174	0
GCA_001583545.1#1#LNAV01000048_76 # 78087 # 101360 # -1 # ID=116_76;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.723	GENOMAD.151779.PC	2.921E-06	57	0
GCA_001583545.1#1#LNAV01000080_18 # 15277 # 16095 # 1 # ID=118_18;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.719	GENOMAD.183741.CP	3.043E-58	205	0
GCA_001583545.1#1#LNAV01000080_50 # 43878 # 44453 # 1 # ID=118_50;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.724	GENOMAD.160750.CP	1.354E-39	147	0
GCA_001583545.1#1#LNAV01000144_1 # 1 # 336 # 1 # ID=123_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.652	GENOMAD.214260.CP	2.869E-69	228	0
GCA_001583545.1#1#LNAV01000150_5 # 6882 # 8066 # -1 # ID=130_5;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;genetic_code=11;gc_cont=0.630	GENOMAD.160354.PC	5.589E-06	51	0
GCA_001583545.1#1#LNAV01000116_97 # 93253 # 95094 # 1 # ID=133_97;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.746	GENOMAD.132396.CP	1.489E-90	314	0
GCA_001583545.1#1#LNAV01000116_129 # 129362 # 129823 # 1 # ID=133_129;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.701	GENOMAD.195506.CP	1.724E-28	113	0
GCA_001583545.1#1#LNAV01000017_33 # 28110 # 28568 # -1 # ID=134_33;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.710	GENOMAD.153703.CP	7.380E-20	88	0
GCA_001583545.1#1#LNAV01000098_7 # 4710 # 5204 # 1 # ID=135_7;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.705	GENOMAD.130535.PC	1.890E-100	321	0
GCA_001583545.1#1#LNAV01000105_64 # 62920 # 64203 # 1 # ID=136_64;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.748	GENOMAD.147805.CP	2.641E-05	49	0
GCA_001583545.1#1#LNAV01000105_96 # 97567 # 98199 # 1 # ID=136_96;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.706	GENOMAD.177398.CP	8.349E-24	102	0
GCA_001583545.1#1#LNAV01000049_3 # 2784 # 3131 # 1 # ID=31_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.681	GENOMAD.226729.VP	1.289E-06	48	0
GCA_001583545.1#1#LNAV01000125_13 # 11973 # 13127 # 1 # ID=32_13;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.656	GENOMAD.167631.CP	9.112E-66	232	0
GCA_001583545.1#1#LNAV01000079_8 # 5807 # 7459 # 1 # ID=33_8;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.714	GENOMAD.215794.CP	1.440E-11	70	0
GCA_001583545.1#1#LNAV01000143_8 # 6104 # 7237 # -1 # ID=35_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.674	GENOMAD.150992.CP	3.916E-14	77	0
GCA_001583545.1#1#LNAV01000050_3 # 1651 # 2832 # 1 # ID=38_3;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.704	GENOMAD.166422.CP	1.031E-68	241	0
GCA_001583545.1#1#LNAV01000007_17 # 18120 # 18611 # -1 # ID=39_17;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.636	GENOMAD.000421.CC	1.008E-47	169	0
